"Wert"	"n"	"sum"
"Ice Breaker"	1	4323
"Infinity Wars"	1	4324
"InflationRPG"	1	4325
"Jagged Alliance 2"	1	4326
"LEGO Batman: The Videogame"	1	4327
"Lylat Wars"	1	4328
"Magic 2015 - Duels of the Planeswalkers"	1	4329
"Mario Party 7"	1	4330
"Mark of the Ninja"	1	4331
"Marvel Heroes 2015"	1	4332
"Mercenary Kings"	1	4333
"Might and Magic VIII: Day of the Destro"	1	4334
"Mirror's Edge"	1	4335
"Monopoly App"	1	4336
"Mortal Kombat (2011)"	1	4337
"My Lands"	1	4338
"Need For Speed"	1	4339
"Need for Speed: Most Wanted (Origin)"	1	4340
"New Super Mario Bros. 2"	1	4341
"Nitro Nation Online"	1	4342
"Okami"	1	4343
"Overruled!"	1	4344
"Pikmin 3"	1	4345
"PixelJunk Monsters Ultimate"	1	4346
"Pok??mon: Schwarze Edition 2"	1	4347
"Postal 2"	1	4348
"Pro Evolution Soccer 2013"	1	4349
"Rage of Bahamut"	1	4350
"Randal's Monday"	1	4351
"Realms of the Haunting"	1	4352
"Recruits - Make Heroes. Make History"	1	4353
"Remeber Me"	1	4354
"Resident Evil 4"	1	4355
"RollerCoaster Tycoon 3"	1	4356
"Rumble Roses XX"	1	4357
"Rune Factory 4"	1	4358
"Schleichfahrt"	1	4359
"Shadow Kings"	1	4360
"Shin Megami Tensei: Digital Devil Saga"	1	4361
"Silent Hill (1999)"	1	4362
"Sins of the Dark Age"	1	4363
"Star Wars Jedi Knight: Jedi Academy"	1	4364
"StarDrive"	1	4365
"Summoners War: Sky Arena"	1	4366
"Sunrider"	1	4367
"Super Mario 64"	1	4368
"Super Meat Boy"	1	4369
"Tactical Ops"	1	4370
"Take On Helicopters"	1	4371
"Tales Of Hearts"	1	4372
"Tales of Xillia 2"	1	4373
"Tesla Effect: A Tex Murphy Adventure"	1	4374
"The Cave"	1	4375
"The Inner World"	1	4376
"The Last Story"	1	4377
"The Legend of Zelda: A Link between Wor"	1	4378
"The Legend of Zelda: Twilight Princess"	1	4379
"The Second World"	1	4380
"Tomb Raider: Anniversary"	1	4381
"Tomb Raider: Definitive Edition"	1	4382
"Townsmen"	1	4383
"Toy Soldiers"	1	4384
"Train Simulator 2014"	1	4385
"Uncharted: Drakes Schicksal"	1	4386
"Underrail"	1	4387
"Underworld Empire"	1	4388
"Wii Party U"	1	4389
"Zombie Roadkill"	1	4390
"Zug um Zug"	1	4391
"skate 3"	1	4392
"(???) -"	1	4393
"(???) Anno"	1	4394
"(???) Downhill Racing"	1	4395
"(???) Knights of the old Republic 1+2"	1	4396
"(???) Mario"	1	4397
"(???) Mass effect 1,2,3"	1	4398
"(???) Scooby Doo"	1	4399
"(???) Tomb Raider 1 + 2"	1	4400
"(???) Unchartet 1-3"	1	4401
"0h h1"	1	4402
"Ace Combat 6: Fires of Liberation"	1	4403
"Ace of Spades"	1	4404
"Alundra"	1	4405
"Arcanum: Von Dampfmaschinen und Magie"	1	4406
"Assetto Corsa"	1	4407
"Br??tal Legend"	1	4408
"Bulletstorm"	1	4409
"Call of Duty: Black Ops"	1	4410
"Carcassonne"	1	4411
"Cities XL Platinum"	1	4412
"Construction Simulator 2015"	1	4413
"Cook, Serve, Delicious!"	1	4414
"Cosmonautica"	1	4415
"Costume Quest 2"	1	4416
"DTM Experience 2014"	1	4417
"Dark Age of Camelot"	1	4418
"Dark Project: Der Meisterdieb"	1	4419
"Dawn of War"	1	4420
"Dead Island: Epidemic"	1	4421
"Dead State"	1	4422
"Dino D-Day"	1	4423
"Dirty Bomb"	1	4424
"Doom 2"	1	4425
"Europa Universalis"	1	4426
"F-Zero GX"	1	4427
"F1 2013"	1	4428
"Family Guy: Mission Sachensuche"	1	4429
"Final Fantasy II"	1	4430
"Final Fantasy V"	1	4431
"Final Fantasy XIII-2"	1	4432
"Flow Free: Bridges"	1	4433
"Fruit Ninja"	1	4434
"Galactic Civilizations II"	1	4435
"Galactic Civilizations III"	1	4436
"Gauntlet"	1	4437
"God Mode"	1	4438
"Godville"	1	4439
"Goldeneye 007 (n64)"	1	4440
"Goodgame Empire"	1	4441
"Great Big war game"	1	4442
"Haegemonia: Legions of Iron"	1	4443
"Harveys Neue Augen"	1	4444
"Haxball"	1	4445
"Hitman GO"	1	4446
"Horizon 2"	1	4447
"InFamous: First Light"	1	4448
"Indiana Jones and the Fate of Atlantis"	1	4449
"Ingress"	1	4450
"Kentucky Route Zero"	1	4451
"Kingdom Come: Deliverance"	1	4452
"Kingdom Rush"	1	4453
"Knack"	1	4454
"LEGO Batman 2"	1	4455
"Metro: Last Light Redux"	1	4456
"Minimum"	1	4457
"Monopoly Plus"	1	4458
"Naruto Shippuden: Ultimate Ninja Storm Revolut"	1	4459
"One Finger Death Punch"	1	4460
"Orcs Must Die! 2"	1	4461
"Pok??mon Showdown"	1	4462
"Primal Carnage: Extinction"	1	4463
"Professor Layton und die Maske der Wunder"	1	4464
"Project Zomboid"	1	4465
"Ragnarok Online (20 Tage kostenlos)"	1	4466
"Real Racing 3"	1	4467
"Real World Racing"	1	4468
"Resident Evil: Darkside Chronicles"	1	4469
"School of Dragons"	1	4470
"Serious Sam 2 HD"	1	4471
"Shadow Man"	1	4472
"Shakes and Fidget"	1	4473
"Shantae"	1	4474
"Sid Meier's Alpha Centauri"	1	4475
"Sing Party"	1	4476
"Sonic Generations"	1	4477
"Speedrunners"	1	4478
"Split Second: Velocity"	1	4479
"Star Wars: The Force Unleashed"	1	4480
"Starcraft"	1	4481
"Starwhal"	1	4482
"Stick Hero"	1	4483
"Still Life 2"	1	4484
"Super Smash Bros. Melee"	1	4485
"Supersonic Acrobatic Rocket-Powered Battle-Car"	1	4486
"Tekken"	1	4487
"Terra Battle"	1	4488
"The Age of Decadence"	1	4489
"The Bridge"	1	4490
"The Cat Lady"	1	4491
"The Hunter"	1	4492
"The Incredible Adventures of Van Helsing"	1	4493
"The Last Tinker: City of Colors"	1	4494
"Theme Hospital"	1	4495
"Tiny Tower"	1	4496
"Tom Clancy's Splinter Cell: Conviction"	1	4497
"Township"	1	4498
"Vainglory"	1	4499
"Warhammer 40,000: Dawn of War"	1	4500
"Warhammer 40,000: Space Marine"	1	4501
"Wario Ware, Inc. Minigame Mania"	1	4502
"Wii Fit U"	1	4503
"Wizard's Choice"	1	4504
"Worms Armageddon"	1	4505
"Worms: Revolution"	1	4506
